,index,sign,glyph
1,6058,NU,0e55d392-d0bf-401f-b2ca-e720668110a2.png
48,5332,LU,796acb46-989f-4996-a1e9-e12c95066878.png
46,317,KA,91b43952-c5fd-4b96-8384-2379dbc6da32.png
55,4774,DI,9f4ddc4a-4c82-4a45-a9aa-a41b5b7ea049.png
7,3346,DA,78a62f90-3e01-45c8-9a8f-67f2dcd71029.png
49,4997,DIN,6072df25-9349-4fdf-99a4-03f304b86f9b.png
31,374,ITU,c2d35550-2550-4309-8c51-ccd3d4164905.png
36,4755,DI,d1d95a80-dc92-407f-bc5a-12124b6aa186.png
43,4629,ŠI,68e5ec1d-e653-46ed-8825-3c08221b31a7.png
13,860,TI,e7509420-1801-49af-bc61-7c26e230ba96.png
41,1652,TA,819e3542-42cc-4366-a688-7b17907766f6.png
43,3125,RA,a35540fb-5a6a-488e-985c-3e9845b9b6ed.png
6,1185,GI,6d00c095-df33-4cfa-ac93-348d595b7da0.png
8,5394,ŠÚ,da37558a-d1f8-4b1b-a114-4554667476a6.png
39,2189,DU,3ff0c501-0789-4c97-8829-4b0030868660.png
17,288,KA,c9f39bb0-926a-44fa-ac95-298bd692e007.png
38,3181,LÚ,13586fd3-40ec-4a64-ab79-fa8be3182c17.png
13,673,RU,466d4608-2ba4-4eab-bba4-924503ead5f3.png
51,6364,KU,dfeed592-d514-4168-99a5-6bc41a3b58af.png
38,1649,TA,6a840031-d2b5-4936-b85b-ad5f24928eea.png
21,4740,DI,b5a98b7e-f8a5-4ba9-87b3-0f86621c1a95.png
58,3760,KUR,02ba398f-2ab7-466b-9ce3-4836028c9a55.png
9,1620,TA,BRM213_MLC2113obv_20.png
36,6093,NU,a5b272ba-af5c-459a-93cd-81388fe12f05.png
2,1181,GI,73e6d301-987c-4ec6-9c34-e946c8845607.png
64,5937,ŠÁ,7897b860-0a78-45fa-847f-4b95edb09b3c.png
52,2394,BI,60dd1f25-adc3-4f27-995d-31a5e12b3883.png
49,1660,TA,c4b5705f-a42e-45a4-b3e7-cd78036f6559.png
26,2176,DU,89ebf87b-78d4-45f7-b94c-338c944f3755.png
40,887,TI,d233c547-b2a4-4cca-bc2b-92dd4fd64d20.png
20,2670,E,d23c894b-8231-43e9-84ed-46d1222d179c.png
69,3885,BU,01fec1af-079b-48ac-87b0-73f9a047ed8d.png
55,64,BA,YOS2010_MLC2654obv_16.png
6,429,TU,904adaf0-af3e-4307-a828-89b03a9cc889.png
6,4592,ŠI,9f61fbb5-de7d-450f-8a83-12184dffc497.png
60,5755,A,dd7c5998-94d2-4f08-a54f-c5f20c946121.png
18,4604,ŠI,6ce7785f-af41-4056-87bd-480a40f2e770.png
27,2369,BI,e63bcfee-9049-4445-bd86-568a0f04e0ae.png
22,3361,DA,6d05b2eb-8af0-4213-8515-3148a8d075d7.png
49,472,TU,ac949e1d-c01e-4647-b04f-a8bbf567aba3.png
41,5736,A,56eccce1-542c-47b3-bb33-d55cb56e28fa.png
18,3834,BU,a12aed01-a9c3-4076-989e-d762f71be0b8.png
4,6317,KU,BRM246_MLC2146obv_17.png
33,6090,NU,318c0844-be58-40e5-9b82-b9972583799c.png
14,3027,BIT,01a82fdb-9396-49cf-a057-a5ef5fc8d51e.png
8,2158,DU,51d798ef-ffc8-448b-94ed-0b5fb1f87757.png
77,420,ITU,109b1938-f339-477c-b272-0fad2b7a3f18.png
13,2663,E,5d28ba27-050c-4ceb-853a-e83e3e04e482.png
21,2363,BI,6fbf71cb-54a1-4dd4-ac60-55b641b70e30.png
37,5490,LA,7dd35760-8b8a-459d-80d6-facb23168de8.png
75,3891,BU,ceaa645e-c64a-4060-950b-9f43a349e85d.png
48,3130,RA,b53b55bf-8bee-4091-8976-59eeef098832.png
53,5439,ŠÚ,0d7be8cd-102a-4536-b074-3c36ced16f14.png
44,4243,HE,eb6644de-0d27-45e1-8cfd-27a817d1933e.png
52,6365,KU,ee09ceda-f44f-4d84-8862-211bf75b5568.png
37,3310,ID,40b8cc1d-a35d-4900-a9c5-596149528ae6.png
13,3352,DA,00f9ee4b-6726-45cd-a88c-0a3cb6cd1195.png
63,3076,BIT,89f0daba-9a59-42f2-9bc4-a1195f881792.png
36,3738,KUR,7e3c954a-012f-4f7d-a670-57e45734b8f5.png
22,1633,TA,c1dcb622-3c7a-4d44-9d12-75cede2b6742.png
45,3661,ŠU,76f60924-00db-4e51-9b06-e254cc46f9d4.png
63,4073,UD,ec40d6c2-1a4b-436b-a69d-a27bfe7a6f2a.png
43,4053,UD,47f36fc2-6cfd-4345-b1f1-dda481bb0cb7.png
59,4258,HE,77faea40-b878-46f6-865b-83eddfe71b59.png
0,5453,LA,YOS2024_NCBT1938obvc_10.png
8,924,BAR,97d56acc-eaa3-4e39-b83b-c983a9f37e8c.png
14,2664,E,0e98d329-0e18-4de9-819f-578268725550.png
46,3189,LÚ,1e1ac974-5e24-4153-b9d0-05715b9ad7f5.png
32,2182,DU,c946758d-03a9-4b53-a56f-a1f49dc8cb01.png
43,5738,A,58f2cc74-f21d-47dd-a888-221c841f4fc9.png
58,3331,ID,07e09f92-f5f9-4014-9ec3-8d71ba10d7a6.png
24,5897,ŠÁ,4ac3a24d-8897-40e9-9fa1-dca7f12b0f85.png
62,2404,BI,8601437a-deb8-4ffc-a466-c1a8663b92fa.png
71,5944,ŠÁ,ce9f4de6-977a-4412-a904-822ceae2d9a1.png
1,2343,BI,19f7f768-54e9-448b-bfd6-e4ec3d61e877.png
46,2196,DU,dc8039a7-54cd-4d0f-ada8-bcfed70cce28.png
70,413,ITU,f8a87cef-a08e-4fac-8d49-3f1fb2d4e8b6.png
24,3726,KUR,d6723e30-e008-4fae-b627-84d2a94870d0.png
51,1230,GI,2c4c5053-5a59-4f87-a67e-1090ed34a75e.png
18,361,ITU,77cd2d76-35ad-4fe2-b956-513e96a32c2b.png
51,3813,ŠE,e8693671-a58a-4374-ad97-d2272d007ed9.png
24,6401,NI,adf5bd0f-eb8f-489d-906d-baa6e8470fdf.png
18,2168,DU,45a403e5-39de-42af-a35e-f9b4af1c3611.png
12,672,RU,ddc8c0cd-a128-4937-8946-beadb7cb9b7d.png
7,3709,KUR,c7e6f90b-e5fb-4bc9-9f5a-2964bf0eb531.png
15,2165,DU,6c2f6de5-e031-4dcc-a09b-35480c029ca9.png
56,5509,LA,f5a89e9d-499e-45b0-88a8-b42423cb519a.png
52,3814,ŠE,5a011e14-8902-4220-95e8-98714d39f431.png
49,3665,ŠU,a717d5da-fa98-41e6-9830-fbd1d550a438.png
16,932,BAR,150cc413-b85f-442a-9a43-79b6101ce562.png
20,4739,DI,d0b3fb72-ff2a-44c7-85ce-d236561aa849.png
52,1231,GI,57aa005b-e0e7-4598-ba4f-ac5942830e63.png
47,2197,DU,3ad19ae2-574f-440e-aa6c-cfe334a0e26f.png
53,4772,DI,d71b80ef-8896-409e-8b4d-ba3cf4712fa7.png
39,5492,LA,e2e20743-d6e0-413e-a629-c0d98ad287b0.png
6,2656,E,cce4d085-e44d-4258-bf7b-ab843f11fc75.png
38,47,BA,f7c03317-f948-4a21-9c71-edcdefb22bd7.png
4,5288,LU,ff23b9b8-8c77-4b31-9b53-f7de2b15819b.png
8,3281,ID,bf800648-3f29-4067-8953-ebdffe7cc886.png
20,4219,HE,a37641fa-e177-4354-977a-ec8d75e54782.png
13,4599,ŠI,6050d0a2-d1d2-4c5d-8f45-16f41cc67fba.png
60,4646,ŠI,6265a7ba-b839-4ef7-b6ca-813311e0ab85.png
5,3621,ŠU,f3683540-1549-46af-b9fd-2da1e5ec3d3e.png
13,5708,A,de659b1b-84b0-4177-8fcc-94178dfd3679.png
31,5484,LA,d24d7c1b-2c7f-422c-ad8e-ad497b54f0e8.png
47,3749,KUR,6d5cc49d-a0c1-4cb2-a08a-0ae7ee88c1b8.png
0,3013,BIT,280b26fa-b197-4a62-9e03-adf92a836884.png
5,120,SU,6bb8887a-c327-4bdd-b7c9-860808110ce9.png
43,959,BAR,6d1c3ba5-2e10-44d1-a026-d3761aa82d53.png
11,4730,DI,636fc9b7-6df9-460d-bad9-d9a3ee7891f1.png
13,5399,ŠÚ,5a7de8e6-3e88-4383-aabf-b647b006416a.png
4,5877,ŠÁ,286e68da-de85-47b6-84b0-b446a55615fa.png
12,4731,DI,f42722de-f0e7-4d01-a7f4-88b7af4850bb.png
10,3349,DA,e04598e1-5a06-4d4d-94c7-d35eac1acc53.png
7,2964,KAL,28470c13-1366-449a-802c-725c13267db1.png
30,3173,LÚ,61c4ec6e-f3c4-49ae-af59-efabc6cd8ab3.png
0,3816,BU,e7aa1790-bb40-4e73-9ad7-9d65b1eac7c5.png
30,4229,HE,083b1a33-79db-43c6-98ea-e77206c2a83f.png
46,2388,BI,4a2f2aa5-f42a-4139-92f9-739ec3b501a1.png
45,1656,TA,391ee360-31a6-4b2e-9cb4-1ff66e671efd.png
33,1644,TA,c2fd89ed-ec29-45da-a335-535e91bf16e8.png
31,691,RU,74aea19e-6bbe-4e50-9635-b697de890ef3.png
33,3735,KUR,bf74e3d3-08bf-4bcf-a576-a64984c3025e.png
37,4623,ŠI,bff4b9a2-dc97-4b54-ab41-1bc802e17a5e.png
6,666,RU,31868dcf-cae9-467e-a13e-bf8e0f1017c7.png
30,4616,ŠI,a21075df-5cd2-4f7f-baf2-8875095f91a0.png
0,1611,TA,cca3917a-24ef-47da-9f17-bd90a2a246b0.png
53,3669,ŠU,4e158dcc-799d-44fc-8850-5e0cc1d481fa.png
23,5409,ŠÚ,9a23be48-d772-4b10-9a7d-b326f1b6bfc3.png
36,4984,DIN,1ad0d4ba-d1a3-4134-87d8-c9722afd4da3.png
45,3188,LÚ,2655c50a-3bbf-425c-89f5-7a1113eb8aba.png
43,5916,ŠÁ,62d1ca39-bd57-4e74-844c-2bb4cdd651e0.png
37,1648,TA,02a3f010-f362-4310-93b6-73e1ffad488d.png
27,1638,TA,e7aaa2b2-b7cd-4c56-92c0-92514a273cfa.png
45,3127,RA,cdd7103d-4274-46cd-8030-3b845ab01649.png
78,421,ITU,bdf15d56-fda0-4643-9aac-d805013dfaa3.png
28,944,BAR,9a299310-32b7-44d1-b120-d6cda7c06b75.png
45,4055,UD,d38b1040-aa06-49ba-9505-8ce257f7bcce.png
45,4764,DI,a473c11e-b231-46d5-9eda-acf9b2246daf.png
48,6425,NI,f1eb1db7-0bb3-4964-b321-17ca50e4c639.png
17,5470,LA,c36270bd-71d3-4703-92b0-bb23be0b6bb7.png
23,32,BA,53840637-d8c7-496d-86a2-4fde4313e29a.png
59,3332,ID,5fb45b26-8ccc-4887-89ed-7d0499556948.png
26,5721,A,4c2bac34-cf7b-4e13-af24-fc9cfcffd830.png
27,4037,UD,56a3a9d9-0efd-4c9a-a70d-1020a63fc0ea.png
1,4949,DIN,7de78833-2518-4460-b3ca-e9b942c03e1d.png
14,4024,UD,af4df794-321c-4caa-8b46-d442ff2ffa3c.png
6,3768,ŠE,0f0089cd-2f9d-4fe9-8647-79552aeadea8.png
29,6086,NU,d40a8860-8268-4075-a60c-2786de8818c3.png
67,4077,UD,037ef7a2-e1b4-4ac7-af2c-f0438e9e8c71.png
10,3712,KUR,5525eda4-3cfe-4b0d-9ed4-f7584d52cc4d.png
54,3197,LÚ,b3b9029d-9b3b-405f-a29d-9c4c7b501bbf.png
4,6381,NI,3cf59409-1b42-4f98-91ed-6b6ae467ea14.png
59,482,TU,f6cf06af-e0ff-49c3-94e0-5077239ed050.png
11,4021,UD,c9f93b0a-e9b3-4fb6-978b-7479f3e5b6f1.png
46,6423,NI,948bf56d-a9f3-4ff0-b3cc-989c459d84d0.png
16,3098,RA,824c8e72-0e52-4044-8903-df03949d474c.png
0,5873,ŠÁ,7f9fc464-5cb0-4e90-86fb-45df8c13c8f1.png
32,5727,A,97ae9bce-53f5-42dd-b437-47112f63e62c.png
38,309,KA,fb215a94-2598-4014-aa31-8edd8a7a21f0.png
9,2159,DU,5a5eab11-28ca-4abb-93af-25ac29b42563.png
43,1654,TA,9e28f769-2689-4664-8a90-0771d34fc458.png
2,849,TI,a0f65b5b-8db2-4ca3-94a9-6539363434d1.png
26,3169,LÚ,09c2014d-7ad4-40f6-9e37-507ec213dbee.png
51,394,ITU,78ac57f8-6d4d-4702-abfe-161b2719977c.png
40,5735,A,c5ae7b29-f5db-481e-bb45-85af5d351737.png
16,4602,ŠI,97b451f4-d67e-4b19-88af-a850b4aa91fb.png
56,716,RU,dbf1cd5e-d57d-4ba6-a2d9-f1c3989c8722.png
47,390,ITU,1a85076b-7f44-40d9-afe9-acbe55b2acff.png
28,3644,ŠU,8ed23d15-507c-4992-8b5b-38c6cfff6997.png
10,4020,UD,1e2ae68c-e3ad-4995-a752-87cde325daa5.png
47,963,BAR,a60171b7-f7d2-465a-bba9-757b702f845e.png
41,5914,ŠÁ,1427c0ed-a699-4f86-888d-f8f9caf96c46.png
3,6316,KU,f14079f1-758d-4cf0-ba6d-c89f9ba1eca4.png
24,5410,ŠÚ,ea19a8cc-5e9b-429a-a4af-0ddb618ea187.png
42,6355,KU,a9ff601b-a36c-43cc-a1dd-cc3ea33d91b7.png
73,4659,ŠI,c3430557-5a3c-4ad4-9bc5-e438097a6257.png
56,5929,ŠÁ,fe9a13b5-271c-409b-9d07-112187770c75.png
23,2980,KAL,d9961480-3770-4795-9eb0-717e9fa91c52.png
3,3016,BIT,f9c2a670-80aa-4e21-a353-30da4c6d1d08.png
58,3397,DA,5d65c710-b02a-4fd9-9b7a-95ba40812e47.png
59,4069,UD,bde50194-bc3d-4ed2-a4a3-8526a2715191.png
1,5696,A,b1689776-5679-435d-8e6b-d6febeca86e0.png
35,3117,RA,b1112ed7-ce7f-4ca0-b950-c73dfd7adb87.png
45,892,TI,6bf1d81f-24f5-498f-bad8-055c1d72146b.png
7,1186,GI,7009649e-7758-48c3-b987-12f3165a5079.png
72,4082,UD,910a2b54-202e-42dc-ae8d-0fc1d2b34f91.png
66,3882,BU,a2946ac5-7a08-476e-b400-73177cb65813.png
2,2652,E,ca84f398-f117-4fb1-b291-ad64af346788.png
12,5707,A,fb179e05-fb72-4453-9ac9-48daf808c0e0.png
7,4726,DI,5fd07ef6-05d8-43c7-92c4-1b150f230966.png
48,4634,ŠI,1a8a46ed-b1a1-47bd-87e6-42e5817000e4.png
60,3333,ID,0298a409-fa2d-4a16-b380-777068f1bcc8.png
38,461,TU,7677f39a-ef4e-461c-817b-99b487e2c08b.png
53,2703,E,YOS2037_NCBT1956obva_10.png
37,4985,DIN,535dfe8f-b644-4733-94df-2717964ef522.png
24,3840,BU,e1940f83-43bd-4edd-a0a4-3834d1db0619.png
3,3085,RA,8f356179-c4b0-453a-a0f8-f57ddf40dea5.png
7,6064,NU,a2ed16d4-f6ba-4483-9dd7-ea7856219183.png
56,1667,TA,961eaac3-d327-4da9-9745-d0093669b3bc.png
4,920,BAR,0a7ebae3-1595-49b9-b11c-c3c21ab31b80.png
49,6426,NI,70462164-5328-4d77-9cbd-ff8a50b07c65.png
35,5488,LA,cd8725d5-c4a7-4f52-a2ec-5388bc001b90.png
45,316,KA,b18b7d99-82d8-46c1-880e-635a9042853a.png
48,3864,BU,1b197e4a-eb88-4686-8129-64ac32e80952.png
21,3164,LÚ,cf2de6f2-0be6-43c7-848b-9486722f96c9.png
4,851,TI,0f4d36f8-e228-4064-898b-1e1a7048ea9b.png
8,6385,NI,29380b75-7290-4c7c-8648-e9128f50881d.png
56,4255,HE,856455ae-1c79-4907-b3e4-044ec2bec10c.png
25,2675,E,71090f67-d677-4888-95d2-33d8057583f1.png
3,6380,NI,dba5f638-fac8-4c3c-8857-c48720574d62.png
20,443,TU,6a38604c-b5e2-4176-a078-9be6d4b2666f.png
72,5356,LU,38f56329-055d-4f95-a2fa-d2ecf6e0ae98.png
29,689,RU,1ac4a5ef-fb18-4082-9531-dff8476d546b.png
41,384,ITU,81ddc9a3-bea9-442c-a982-5a8c5303dcb7.png
46,3808,ŠE,8f819abd-d2dd-4f02-945d-dfd657cf0aae.png
43,2385,BI,7134280c-4769-4769-b5ec-31899df4ae0d.png
62,2212,DU,901f8419-f60e-4ce0-9bd7-f8206ae762ba.png
56,5340,LU,BRM246_MLC2146obv_13.png
46,962,BAR,130682e6-6aea-4145-9525-3fffda9691f3.png
30,5483,LA,cb6b892f-e4d7-4051-aece-8bf47b266c8e.png
41,2998,KAL,52c982f0-8a1a-47ae-9d16-8a0765175613.png
55,398,ITU,95affa02-b81a-4707-85a6-111f9f4d28ea.png
11,282,KA,773975d0-74d2-42d0-9804-199ff9aa632c.png
55,5508,LA,12c5d856-e245-4610-89bc-92152da1f263.png
45,3058,BIT,2e78efed-e25e-4714-8dbf-c789b2e77ab0.png
62,2712,E,a758fba6-d1eb-4ba3-9eb4-19e2e98843c0.png
19,6332,KU,b4f4998f-ce6d-4f4e-9ab3-6e0c01305a96.png
53,5001,DIN,742f5970-0eee-43de-835c-604fab259909.png
5,5289,LU,1dc0abd0-8ddc-4a8f-b4b0-288486c712f5.png
41,3184,LÚ,aa091596-9f24-48e7-99a9-ecef361cdbc8.png
7,6384,NI,43500fb6-021f-4a02-93c0-5a9ac15f44dc.png
55,3757,KUR,4961a843-1c1b-4545-99fd-f10085696d8a.png
18,5713,A,03ba88dd-819f-4751-b667-d520b0fac30d.png
19,679,RU,b397a491-c5fc-458c-be89-88fedc81c30a.png
12,355,ITU,94e8445c-897a-4436-b624-502205ae948b.png
30,3369,DA,b795a76a-4ace-4a7a-9ff9-d92c083ae99a.png
15,5401,ŠÚ,646e315f-bede-4126-a3b1-f359ed3709d5.png
67,5351,LU,4ca28dd2-2b43-4990-94a7-a0ce11459cbc.png
43,3859,BU,4812e709-d0a3-4691-bb10-bb31e0ba9415.png
63,3879,BU,3acfea28-c5f3-495a-8ddb-d5b188287f2c.png
16,5469,LA,fe2b0df6-bd73-43c8-a802-7c77628b2ec9.png
43,2193,DU,37532fb6-08cb-4541-8568-fb490aa05862.png
39,5734,A,19ae2138-eecc-4355-a5df-a0250cc9a48f.png
37,3653,ŠU,2681ff10-8608-480f-aa77-da89d5ebe040.png
24,4034,UD,30525995-81da-4285-a8e5-4d13ad4e820b.png
12,2969,KAL,34a58e5e-034f-43f3-99aa-134774d5d9a3.png
73,6450,NI,a33fc73e-7de3-4073-8191-98aa7217cac9.png
43,386,ITU,c654f925-ba75-46b4-bf17-c5af2d337a73.png
52,968,BAR,a617f579-3284-4dda-a3cc-bc0ae297a4d2.png
0,3082,RA,98b44f17-b87f-4239-9267-63031eb60647.png
39,4238,HE,98ca6133-81e0-4737-a5dc-ce0b98d31a63.png
2,5875,ŠÁ,3c439144-dfcd-49be-a047-5f4b6cd15e9f.png
51,3753,KUR,c5c71133-d65d-4e5c-87d9-42f356f5ad24.png
42,5737,A,830dca74-3cf8-4df2-b6e6-563fe1ff589f.png
67,5940,ŠÁ,8ba14a43-de46-467a-818e-4d2000832372.png
17,2167,DU,cfde2e47-796b-47b3-a02e-4285efd8f5c1.png
77,4663,ŠI,654b584c-272b-4c2b-ba87-e460b451a869.png
19,3721,KUR,049dfc47-b158-48d5-b3b4-f32ef6a9f9e1.png
31,4230,HE,dba06160-3adf-48cd-871f-8dcc6f5b0d21.png
17,3290,ID,6dc30701-bdd2-455e-bc16-eab4f2ad29e9.png
29,452,TU,f65ceced-cb58-415f-9773-89eac6bd874b.png
44,5328,LU,d4cf71e4-37aa-4e05-90df-da1742d5f3f9.png
41,4989,DIN,72935ede-b5a9-4edb-891a-1e82aa3f6bfd.png
57,5341,LU,3beb9699-a6b3-4cba-ab51-221df6a8bdf3.png
4,275,KA,6ce8de47-3bb9-4a90-b501-43d71aafb04e.png
56,2398,BI,467e2159-1723-4fc1-b140-b962c1ae2de0.png
22,6399,NI,d6fecb03-192b-4e63-9729-9e0e07553706.png
41,156,SU,BRM240_MLC2140revc_3.png
3,4951,DIN,ca5ff12e-b826-4f75-b2dc-fef5e15dff48.png
34,5487,LA,bb855f70-3516-455b-845f-f27736cb3bc2.png
37,5321,LU,0a00c62a-068b-48a4-add4-d475d7899d8d.png
21,5474,LA,6845cc3f-ff8b-4bb3-99c0-42cc7428f1f1.png
69,78,BA,f688f8de-cabf-4e17-b020-b90e717ec1d4.png
0,3702,KUR,7a2337be-c13e-4846-b188-235e14e21d9e.png
58,4777,DI,YOS2024_NCBT1938obvc_1.png
16,2358,BI,15f68fdd-e8b5-4c39-a3ea-a57ed2a97538.png
40,3656,ŠU,fa196a33-40e7-452f-a8e8-6c4934b7e8aa.png
7,3089,RA,5bc70f35-5cc3-432a-b248-4c9d304b1658.png
62,4261,HE,474eadcd-a9f0-4024-9b49-68d7198fc9c1.png
42,4628,ŠI,d7747e86-61ca-48ac-8594-ac1a98ed08fe.png
35,2377,BI,YOS2024_NCBT1938obvc_8.png
43,52,BA,c41185a1-bf25-4b05-84fa-e48c152f70e9.png
50,3323,ID,aa5c76a7-7ab8-47b7-b02b-83a31632f102.png
50,3193,LÚ,9b45afb7-db90-44d3-8e4a-02a73ebdd65a.png
47,3060,BIT,2461e1c0-3166-4353-8b06-61421cdec5ad.png
25,4611,ŠI,59413c10-158c-4c59-9916-215599c4fcb2.png
36,307,KA,643484bc-2cdb-491d-b106-322cc8a5e625.png
45,2195,DU,983df155-6016-4627-ab0a-23b4c4ca1814.png
14,357,ITU,de5511de-ee0a-48ae-bcd2-e2071870f97f.png
18,5302,LU,52719a33-d535-42e2-b14b-3e4f2bf22499.png
11,3154,LÚ,cf2b38d0-177a-41e3-b91a-fac8cb31187e.png
20,6397,NI,29662369-2f8b-463e-b156-a012f47eea31.png
69,4079,UD,6184415c-7e98-4bd4-9cf4-42d111bf642b.png
36,2686,E,7805f727-4974-411c-9c22-bf0eb2106aff.png
7,2349,BI,e22a9a84-dbeb-4e6e-9a01-a9ed4ad6b6e8.png
32,3114,RA,365eec02-15dc-4f52-b080-66880e3e777c.png
71,5766,A,4d26248e-d21a-4c3e-8615-bfc5c7f498c6.png
3,6060,NU,ef9145c4-7676-485d-8b8c-830a9a443b7a.png
39,2689,E,3eb447fd-ac43-41fb-bcfa-f6702057b74c.png
42,313,KA,6d2355a5-1c6f-46ed-80b1-ff741c87e20d.png
53,5748,A,92d8f739-6b67-418b-b947-a189a8366c70.png
67,2717,E,b10c6567-becd-4884-a465-cf3518259708.png
23,939,BAR,ed4d428a-92e4-4057-9bf8-0fb665d2e3d6.png
10,2660,E,e1351862-88e0-4141-af34-0a70f87e8770.png
51,3867,BU,5ba4c4af-45d4-416f-b77e-8b4d4a4aac8d.png
44,6101,NU,0cfbab1b-bbec-4f94-8c81-bd09829f4090.png
20,363,ITU,ab44c303-60d8-4219-8cc7-8bb4e77c7a72.png
33,3795,ŠE,1407414d-aa97-42f4-bd52-d9ca71993c6f.png
33,3176,LÚ,706a4120-9bed-4d2c-88e6-144c8fc15e72.png
55,3068,BIT,12021a91-cc1e-4a01-9a7b-bdfe7d32d46c.png
28,6341,KU,0489946f-8e1f-431c-a569-de7b154d1aa8.png
36,6413,NI,0f22f59e-6507-4389-b31a-e49b614b69c0.png
13,4212,HE,686d3474-882c-49f4-9d2f-cce8fd61afd4.png
25,4035,UD,0656dc13-bbd3-40c2-9d0a-d2bb2cbcda8c.png
42,4241,HE,YOS2010_MLC2654obv_10.png
45,3318,ID,2e410fc7-b62d-45cb-8215-6c5c4a8ef870.png
17,4027,UD,ac3c8fe0-67a5-493b-bbfc-c5d3da4ed853.png
17,677,RU,YOS2024_NCBT1938obva_10.png
52,3009,KAL,BRM215_MLC2115obv_8.png
5,5391,ŠÚ,YOS2037_NCBT1956obva_7.png
5,3148,LÚ,48f640cc-77eb-4da0-906b-18c87ef494d7.png
17,3633,ŠU,BRM246_MLC2146rev_7.png
45,5329,LU,3f5a07a8-7674-4cee-8314-c8ed2474d73d.png
44,4054,UD,86872a23-cb70-4e84-97a9-f35afa9c86d6.png
19,866,TI,3374dcd9-99f2-44d4-9fd9-a4e3fbab7e09.png
40,4626,ŠI,82a72e34-96fa-48ef-ad02-033f8d7faec6.png
49,6106,NU,5faf3bc4-d59f-4433-bb8a-8e5f009975e3.png
38,381,ITU,094a71bb-6cbf-44b9-9805-1002216261a4.png
2,5388,ŠÚ,f863610d-ffa0-40c9-b419-f62021a4e2a6.png
24,940,BAR,30d66ca7-216f-4b66-bf00-6fda8bc2abfb.png
75,418,ITU,16e1faee-ea2d-40ff-ba36-8aaaad2ec43c.png
45,2695,E,d4143613-199b-4b2f-a6a9-4b04a7062756.png
16,1195,GI,cf577bc4-b6c9-4b44-874c-a59a3190b42d.png
18,865,TI,1dc9d39d-3673-4c75-affb-8ae3e7632494.png
20,4968,DIN,d9405ada-ef87-4e91-8139-517e3df77754.png
38,4757,DI,ee4bf896-c4e8-4e5e-885b-066243c55240.png
53,6110,NU,e736a0e3-2b33-4887-b4a0-fada3bdc515f.png
66,2716,E,d3d4e800-3cb8-4398-b571-4c026d600626.png
41,957,BAR,83b0bc72-52c8-4196-89e1-88e4f11fa5e7.png
36,4622,ŠI,17f5752c-e91c-4450-87af-4be5d2955621.png
41,312,KA,69ce8f58-a999-4891-98d7-8e1669414843.png
66,3079,BIT,97d0a554-76b2-4ffb-9442-6197c59ac34c.png
32,6089,NU,907ee272-be6a-4eef-ba07-3b2938556332.png
50,3866,BU,534743bd-ea55-4f3b-9ede-3e2aa196f885.png
59,5932,ŠÁ,45e554f3-b36e-457f-865e-b3392dfb169b.png
22,2672,E,c2e0b208-7cf3-4532-9d89-b75e6689762a.png
4,347,ITU,44f44762-4edc-41c2-a085-6cd5e3f540c4.png
24,295,KA,d2e3283d-5e18-49c0-983c-b515ace08f5a.png
2,4721,DI,a6d374cb-5771-4b5b-9d5b-a2cde6e959a2.png
55,5750,A,879f7170-ac47-41a8-bdae-e7d87076c732.png
12,4960,DIN,2471b5c2-6063-41d1-9d7e-9b11f715d193.png
1,3340,DA,d6f99ea7-8691-4365-a228-4159a80c0d04.png
3,2153,DU,c21784f1-abb8-41a6-b31f-39a3487d1da3.png
9,3711,KUR,77e60a6b-4b26-4572-979c-3d4a703319e2.png
10,5705,A,b2f73c5f-585c-4214-8cd8-cd58bd784eee.png
28,5312,LU,590d3841-a021-4e20-80af-8e7adcf5eb6f.png
54,4640,ŠI,5c591235-4932-4d75-8abd-2f149f0fed20.png
38,2995,KAL,d1f55daa-70cf-4dbd-8c37-c81971051071.png
2,662,RU,79e460ad-4367-443a-83b3-1653bb079bed.png
12,3774,ŠE,ad618970-e671-4116-932c-bed8f5a4e6b6.png
44,53,BA,97ed989a-19d9-4f75-bcc8-acb5172c3396.png
27,6340,KU,d416c380-5602-48c1-9e8f-166b13577d42.png
51,4250,HE,08e24fe7-9275-4c72-b87c-9a979a629803.png
36,3309,ID,11511e8b-2f5d-4da3-8147-a8902f0d9093.png
38,3311,ID,2d4f4eb8-d199-4ee9-9e57-e838f97e9b76.png
42,958,BAR,0577fc63-2809-445f-8ed6-919cdf384534.png
63,5449,ŠÚ,7d5395b3-d05b-4d72-a2a3-d22e6f48ba09.png
19,4218,HE,77917ddc-dc51-463b-9106-0781f486caca.png
61,3334,ID,c27efaf4-298b-44fb-ba25-36da201f16e3.png
20,3722,KUR,f84bec6e-39a5-4d7d-89ae-fc1e5271e628.png
2,6315,KU,a3c4afe1-d0cf-4446-9556-19948e1139b0.png
32,3648,ŠU,34835c0e-d573-4c19-9492-9aa796fcc295.png
18,3780,ŠE,dc3346b1-0c6e-4fe0-ba56-9d986b27dba2.png
18,6395,NI,19b30e1f-fb7d-494a-8aa2-b3b40a298558.png
31,5315,LU,ef649b60-0779-4376-bea7-3065291e3b65.png
25,368,ITU,ad115aea-39aa-40a5-a6c2-4dc3a954e6cc.png
35,3308,ID,bd6a0a5f-5f9c-4066-8e28-70b8aec02d84.png
