identifier,tablet,sign,reading,context,note,image
670b2fdb-4d7f-4b31-bddf-c2bae3d06362,YOS 21 216,KAL,rib,I.rib-rib-šú,PN,670b2fdb-4d7f-4b31-bddf-c2bae3d06362.png
703790eb-e7a7-4dde-a257-e70d6c9c24c4,BM 42424,UD,tú,I.ni-din-tú-d.AMAR.UTU,PN,703790eb-e7a7-4dde-a257-e70d6c9c24c4.png
4632fce7-562e-412f-b494-7038e47250e4,BM 42424,E,e,a-na e-piš-šú-nu-tu,,4632fce7-562e-412f-b494-7038e47250e4.png
4d80c414-6ab0-4db9-a4f7-16b7490608c7,BM 42424,NUN,NUN,UD.KIB.NUN.KI,GN,4d80c414-6ab0-4db9-a4f7-16b7490608c7.png
4c4d12db-4d35-4843-83b1-a16babb50ba3,BM 42424,NA,NA,MU.AN.NA.MEŠ,,4c4d12db-4d35-4843-83b1-a16babb50ba3.png
52630d90-b90d-4205-9316-3c855ff414ab,BM 42424,MEŠ,MEŠ,´MU.AN.NA.MEŠ,,52630d90-b90d-4205-9316-3c855ff414ab.png
dd65b87c-fa71-4267-9425-6c115f25a5a8,BM 42424,AN,AN,MU.AN.NA.MEŠ,,dd65b87c-fa71-4267-9425-6c115f25a5a8.png
9e6f5838-67a2-4f11-ac84-0f131da1cc53,BM 42424,LA,la,I.la-ba-ši,PN,9e6f5838-67a2-4f11-ac84-0f131da1cc53.png
2aa0eac7-41b0-439a-b74a-d6ce73285404,BM 42424,BA,ba,I.la-ba-ši,PN,2aa0eac7-41b0-439a-b74a-d6ce73285404.png
9123333e-10ca-45d4-ac73-d29a3445d124,BM 42424,ŠU,šu,šu-gar-ru-ú,,9123333e-10ca-45d4-ac73-d29a3445d124.png
fae2613a-2613-439d-b6dc-3d66a4e99fcc,BM 42424,ŠÁ,gar,šu-gar-ru-ú,,fae2613a-2613-439d-b6dc-3d66a4e99fcc.png
fa57b6b8-39de-4241-8924-5ec8530c1ec3,BM 42424,RU,ru,šu-gar-ru-ú,,fa57b6b8-39de-4241-8924-5ec8530c1ec3.png
cf872c7b-762f-43e4-ad69-c1f65d570bf2,BM 42424,ŠI,ši,na-ši,,cf872c7b-762f-43e4-ad69-c1f65d570bf2.png
03acc8c5-4715-44f9-a1d7-eda7504d5675,BM 42424,ŠEŠ,ŠEŠ,I.d+AG-ŠEŠ.MEŠ-bul-l[iṭ],PN,03acc8c5-4715-44f9-a1d7-eda7504d5675.png
a31a6bcb-6a03-4920-a7d6-302cbcb4b79f,BM 42424,MEŠ,MEŠ,I.d+AG-ŠEŠ.MEŠ-bul-l[iṭ],PN,a31a6bcb-6a03-4920-a7d6-302cbcb4b79f.png
c9c51050-56c1-48e3-b24c-69ab9ed2ddf2,BM 42424,TU,tu,[I.d.NAN]NA-ú-tu,PN,c9c51050-56c1-48e3-b24c-69ab9ed2ddf2.png
08f9763f-14d2-413b-a5c7-16dff26ed520,AD -155A,UN,UN,LÚ.UN.MEŠ,,08f9763f-14d2-413b-a5c7-16dff26ed520.png
69be5b6b-47cc-4adf-a499-6aa526ebe84a,AD -155A,DUL,dul,dul-la-a-tú,,69be5b6b-47cc-4adf-a499-6aa526ebe84a.png
b2f73c5f-585c-4214-8cd8-cd58bd784eee,AD -155A,A,a,dul-la-a-tú,,b2f73c5f-585c-4214-8cd8-cd58bd784eee.png
300272e0-69b3-4947-bf56-4405515e5c0c,AD -155A,MU,MU,MU-a-tì,,300272e0-69b3-4947-bf56-4405515e5c0c.png
9ca7f8d3-c12b-4e3d-9e67-1e580c50be5a,AD -155A,GAL,GAL,LÙ.GAL ÉRIN.MEŠ,,9ca7f8d3-c12b-4e3d-9e67-1e580c50be5a.png
24d99b5a-ecc1-4e36-a921-c85e224a17ce,AD -155A,ME,me,al-te-me,,24d99b5a-ecc1-4e36-a921-c85e224a17ce.png
24eebf8d-b171-44fc-9406-e45610509bd1,AD -155A,TE,te,al-te-me,,24eebf8d-b171-44fc-9406-e45610509bd1.png
44c4ddaa-c334-4872-b9ad-983c1596f763,AD -155A,AL,al,al-te-me,,44c4ddaa-c334-4872-b9ad-983c1596f763.png
c0e520ea-b778-4403-817d-659604b30376,AD -155A,UŠ,uš,DÙ-uš.MEŠ,,c0e520ea-b778-4403-817d-659604b30376.png
4438c10b-4247-4710-814a-6208b660c91e,AD -155A,MA,ma,um-ma,,4438c10b-4247-4710-814a-6208b660c91e.png
c91252eb-dcdb-45d8-86ee-adf3e94681c5,AD -155A,AN,an,E11-an,,c91252eb-dcdb-45d8-86ee-adf3e94681c5.png
46573a55-a598-48dc-baa3-f3166e5d5ee0,AD -155A,DI,di,di-nim,,46573a55-a598-48dc-baa3-f3166e5d5ee0.png
def96001-7c61-4009-977c-4bec486c0281,AD -155A,NIM,nim,di-nim,,def96001-7c61-4009-977c-4bec486c0281.png
e30fff96-eac2-42e3-84d2-51c7a4fc72aa,AD -155A,BA,ba,du-ab-ba-a,,e30fff96-eac2-42e3-84d2-51c7a4fc72aa.png
7d61bdb3-64eb-414a-8a0d-97ca1b5cc590,AD -155A,DU,du,du-ub-ba-a,,7d61bdb3-64eb-414a-8a0d-97ca1b5cc590.png
b502dcf0-9ab1-4875-beee-26355f3e2a15,AD -155A,MUH,UGU,ana UGU,,b502dcf0-9ab1-4875-beee-26355f3e2a15.png
abf22513-59a3-415f-943d-6aaee81df65c,AD -155A,LI,li,LÚ.pu-li-the-e,,abf22513-59a3-415f-943d-6aaee81df65c.png
53c7e527-a046-4329-a50e-441665543433,AD -155A,BU,pu,pu-li-the-e,,53c7e527-a046-4329-a50e-441665543433.png
856455ae-1c79-4907-b3e4-044ec2bec10c,AD -155A,HE,hi,muh-hi,,856455ae-1c79-4907-b3e4-044ec2bec10c.png
264e89f9-8541-41cc-9d29-d9e7d60ae734,AD -155A,TE,te,al-te-me,,264e89f9-8541-41cc-9d29-d9e7d60ae734.png
fa18acc9-e6d8-45aa-8d9c-187a21f1b05c,AD -155A,TUR,DUMU,LÚ.DUMU šip-ri,,fa18acc9-e6d8-45aa-8d9c-187a21f1b05c.png
e64e8c74-fa87-45ae-89d1-0fde22ef7378,AD -155A,RI,ri,LÚ.DUMU šip-ri,,e64e8c74-fa87-45ae-89d1-0fde22ef7378.png
bbd86c61-33c0-40c2-b651-e6bc77259ef1,AD -155A,KI,KI,TE.E.KI,(city quarter),bbd86c61-33c0-40c2-b651-e6bc77259ef1.png
bc41150c-e9e1-4122-aa53-04f47cefd29f,AD -155A,I,i,i-te-ri-bi,,bc41150c-e9e1-4122-aa53-04f47cefd29f.png
e5188848-0f46-4b40-a3cf-8648dd001a8b,AD -155A,ZIB,sìp,URU.Bar-sìp.KI,,e5188848-0f46-4b40-a3cf-8648dd001a8b.png
adf5bd0f-eb8f-489d-906d-baa6e8470fdf,AD -155A,NI,ni,KU4.MEŠ-ni,wedge of preceding sign MEŠ visible,adf5bd0f-eb8f-489d-906d-baa6e8470fdf.png
a8b7ac70-f3a4-4210-9f88-2c9adc3f429e,AD -155A,TU,KU4,KU4-[ub?],,a8b7ac70-f3a4-4210-9f88-2c9adc3f429e.png
9e28f769-2689-4664-8a90-0771d34fc458,AD -155A,TA,TA,TA,,9e28f769-2689-4664-8a90-0771d34fc458.png
415e171f-4a3a-40cc-8af5-b5799324d890,AD -155A,EŠ,eš,DÙ-eš,,415e171f-4a3a-40cc-8af5-b5799324d890.png
5ee51b83-eb1e-478b-986d-8c245fad9a1f,CTMMA IV 148B,NA,na,na-dan-na-an-na-šú,3rd na,5ee51b83-eb1e-478b-986d-8c245fad9a1f.png
b4cd67ac-f9a4-4bfb-aff8-7d85a03ef8da,CTMMA IV 148B,KAL,dan,na-dan-na-an-na-šú,,b4cd67ac-f9a4-4bfb-aff8-7d85a03ef8da.png
59cc6d80-8ede-4108-89e7-25ef82ef2fa4,CTMMA IV 148B,ZA,za,[ú-šá-a]z-za-zu,,59cc6d80-8ede-4108-89e7-25ef82ef2fa4.png
f9c22f57-2c6a-4c9c-ab44-2e80a818cc19,CTMMA IV 148B,ZU,zu,[ú-šá-a]z-za-zu,,f9c22f57-2c6a-4c9c-ab44-2e80a818cc19.png
d9cdf162-8cea-428f-88fc-424e2220f55f,CTMMA IV 148B,LI,li,li-rik,,d9cdf162-8cea-428f-88fc-424e2220f55f.png
1c3235df-2357-4604-b37b-6ed690a37984,CTMMA IV 148B,ŠIM,rik,li-rik,,1c3235df-2357-4604-b37b-6ed690a37984.png
d9ffafb3-f781-4e8e-be81-3abd6e31234b,CTMMA IV 148B,LU,lu,pa-lu-šú,,d9ffafb3-f781-4e8e-be81-3abd6e31234b.png
9a6364bb-5b81-4ced-b04f-7996557c6ee3,CTMMA IV 148B,LIL,lil,lil-bir,,9a6364bb-5b81-4ced-b04f-7996557c6ee3.png
5fe1c7cf-48b5-4aa0-a2cb-aec9e05904f8,CTMMA IV 148B,BIR,bir,lil-bir,,5fe1c7cf-48b5-4aa0-a2cb-aec9e05904f8.png
707c9143-88ea-4b4a-9bd0-08b647c49f3b,CTMMA IV 148B,MEŠ,MEŠ,[X].MEŠ,,707c9143-88ea-4b4a-9bd0-08b647c49f3b.png
8bec6430-e8a7-44b5-a1c1-619cd71ea6f0,CTMMA IV 148B,EN,EN,d+EN,Ligatur,8bec6430-e8a7-44b5-a1c1-619cd71ea6f0.png
63c6f53b-09ae-41b9-a993-263c0bd27aad,CTMMA IV 148B,GAG,DÙ,DÙ.A.BI,,63c6f53b-09ae-41b9-a993-263c0bd27aad.png
02b505d6-dfc6-4051-a5fb-8f7b6fc625c3,CTMMA IV 148B,MEŠ,MEŠ,DINGiR.MEŠ,,02b505d6-dfc6-4051-a5fb-8f7b6fc625c3.png
10564d3f-1024-40a5-911e-cea2454df950,CTMMA IV 148B,GAL,GAL,DINGIR.MEŠ GAL.MEŠ,,10564d3f-1024-40a5-911e-cea2454df950.png
5d38f4b6-99bf-42d9-9417-221f15ab8e70,CTMMA IV 148B,PI,pe,pe-er-me-šú,,5d38f4b6-99bf-42d9-9417-221f15ab8e70.png
f62984c3-0391-47f0-a66c-e82c6c80c0ab,CTMMA IV 148B,MA,ma,[šá-a-]-šú-ma,,f62984c3-0391-47f0-a66c-e82c6c80c0ab.png
e5d8c488-31de-49d7-bcc9-50e70266968c,CTMMA IV 148B,IR,er,pe-er-me-šú,,e5d8c488-31de-49d7-bcc9-50e70266968c.png
38ee7f5a-b1b4-4c8c-979b-cdc47b506a80,CTMMA IV 148B,ME,me,pe-er-me-šú,,38ee7f5a-b1b4-4c8c-979b-cdc47b506a80.png
41f11b61-c067-4e12-915c-3179c1d221ad,CTMMA IV 148B,NA,na,an-na-a,,41f11b61-c067-4e12-915c-3179c1d221ad.png
4393fc53-a4b5-4537-9a70-616ef857baf7,CTMMA IV 148B,GAG,RÚ,NA4.RÚ.A,,4393fc53-a4b5-4537-9a70-616ef857baf7.png
06170137-532b-4c43-a76a-779af722d686,CTMMA IV 148B,LA,la,la,,06170137-532b-4c43-a76a-779af722d686.png
6949cfb7-58a4-4cca-b157-2c30e77a26fd,CTMMA IV 148B,DI,di,I.La-ú-di-qé-e,PN,6949cfb7-58a4-4cca-b157-2c30e77a26fd.png
1401e546-f055-4900-9616-7e025e9060a7,CTMMA IV 148B,KI,qé,I.La-ú-di-qé-e,PN,1401e546-f055-4900-9616-7e025e9060a7.png
2023dec5-2ead-4b1d-a53c-a2bccc8bf165,CTMMA IV 148B,TI,ti,I.An-ti-'i-uk-su,PN,2023dec5-2ead-4b1d-a53c-a2bccc8bf165.png
f54f1a68-a203-41dd-9ad7-45a91a0e0e29,CTMMA IV 148B,TUR,DUMU,DUMU.MEŠ,,f54f1a68-a203-41dd-9ad7-45a91a0e0e29.png
5b1ad5ba-2b69-4e55-a26c-2caed1de46a7,CTMMA IV 148B,MU,MU,MU-šú-nu,,5b1ad5ba-2b69-4e55-a26c-2caed1de46a7.png
0466d2f5-0787-4b49-8b46-c5d3ba9465f2,CTMMA IV 148B,ZAG,zak,li-iz-zak-ru,,0466d2f5-0787-4b49-8b46-c5d3ba9465f2.png
a21e0bbe-4eed-4964-95c9-c4e6e11ab918,CTMMA IV 148B,RU,ru,li-iz-zak-ru,,a21e0bbe-4eed-4964-95c9-c4e6e11ab918.png
c5fdd200-e8bc-4e13-bf25-c995fd5a6896,CTMMA IV 148B,ŠÀ,lìb,lìb-bu-ú,,c5fdd200-e8bc-4e13-bf25-c995fd5a6896.png
cf8e9186-15de-4f84-99c9-0b3c93c32f03,CTMMA IV 148B,Ú,ú,lìb-bu-ú,,cf8e9186-15de-4f84-99c9-0b3c93c32f03.png
508fdcac-dce1-420c-8642-a0cf70d86077,CTMMA IV 148B,SAL,mim,mim-ma,,508fdcac-dce1-420c-8642-a0cf70d86077.png
fd059a7e-29aa-46ee-9e3b-0845164c82d5,CTMMA IV 148B,GAB,gab,gab-bi,,fd059a7e-29aa-46ee-9e3b-0845164c82d5.png
7f165401-c384-46e6-9a3d-ecef6f903e65,CTMMA IV 148B,KI,KI,Bar-sìp.KI,,7f165401-c384-46e6-9a3d-ecef6f903e65.png
2cd9286d-b044-4d78-99f8-3208cbdbc9ab,CTMMA IV 148B,KUL,kul,kul-[lu],,2cd9286d-b044-4d78-99f8-3208cbdbc9ab.png
812d235e-ada6-4915-a631-7585112a44ea,CTMMA IV 148B,ZI,zi,li-iz-zi-za-šú-nu-tú,,812d235e-ada6-4915-a631-7585112a44ea.png
27c6fb73-8ae7-49c5-a889-3f3e41359bfb,CTMMA IV 148B,LI,li,li-iz-ziz,,27c6fb73-8ae7-49c5-a889-3f3e41359bfb.png
37299b14-ba43-4731-8a5b-38f518e3edcd,CTMMA IV 148B,BIT,É,É.KISAL.BÀN.DA,,37299b14-ba43-4731-8a5b-38f518e3edcd.png
731a6338-da37-480f-83bd-0f3d018b2109,CTMMA IV 148B,DIR,ṭir,šá-ṭir,,731a6338-da37-480f-83bd-0f3d018b2109.png
7ff5fb19-d759-44a0-875f-a4dd0a8eab34,CTMMA IV 148B,SAG,SAG,É.SAG.ÍL,,7ff5fb19-d759-44a0-875f-a4dd0a8eab34.png
5a96b10a-ff22-4261-9439-20e2c36aca41,CTMMA IV 148B,DIN,din,ina-an-din,ensuing u visible on photo,5a96b10a-ff22-4261-9439-20e2c36aca41.png
7913e21d-a043-479f-8d45-bdb6e9a5aec5,CTMMA IV 148B,Ú,ú,10-ú,,7913e21d-a043-479f-8d45-bdb6e9a5aec5.png
45b46eae-a507-4f8a-832d-aaffb69a517d,CTMMA IV 148B,MUŠ,ṣir,ṣir,,45b46eae-a507-4f8a-832d-aaffb69a517d.png
0d9337d6-8f3d-42d4-9b1b-b6575db73f35,CTMMA IV 148B,BIT,É,I.A-É-d.Na-na-a,PN,0d9337d6-8f3d-42d4-9b1b-b6575db73f35.png
3c460eb7-ef15-4e14-b632-ee23ea058b15,CTMMA IV 148B,RA,ra,šat-ra-'a,,3c460eb7-ef15-4e14-b632-ee23ea058b15.png
d061be15-9452-4c8c-87fd-28908d9b039c,CTMMA IV 148B,ŠE,ŠE,ŠE.NUMUN,,d061be15-9452-4c8c-87fd-28908d9b039c.png
3eb447fd-ac43-41fb-bcfa-f6702057b74c,CTMMA IV 148B,E,E,E.KI,,3eb447fd-ac43-41fb-bcfa-f6702057b74c.png
55c540fa-c46c-496d-abf3-275387dd5024,CTMMA IV 148B,ŠÁ,šá,šá,,55c540fa-c46c-496d-abf3-275387dd5024.png
852d49d5-7ba1-4d02-8657-0544e473dea0,CTMMA IV 148B,TAR,kut,za-kut,,852d49d5-7ba1-4d02-8657-0544e473dea0.png
082b022b-f2a1-4fa3-b3ef-4b8e5ae32f67,CTMMA IV 148B,IL,il,il-ki,,082b022b-f2a1-4fa3-b3ef-4b8e5ae32f67.png
f1517c3d-2c3b-4ccc-9e6d-1baac4e7c2ae,CTMMA IV 148B,UG,uk,I.An-ti-'i-uk-su,PN,f1517c3d-2c3b-4ccc-9e6d-1baac4e7c2ae.png
d80ca6b9-39c3-4023-91f3-a2ac86e5f967,CTMMA IV 148B,UB,ár,ár-ki,,d80ca6b9-39c3-4023-91f3-a2ac86e5f967.png
d3b96735-5f2a-4a6a-8f11-13f7f14fc82a,CTMMA IV 148B,KU,ku,ú-zak-ku-ú,,d3b96735-5f2a-4a6a-8f11-13f7f14fc82a.png
81ccec72-6de5-46b1-a6d2-5f19e796f4c5,CTMMA IV 148B,PI,pi,li-pi-šú,,81ccec72-6de5-46b1-a6d2-5f19e796f4c5.png
b95da59d-2ef2-4e6f-88c7-5858b3b42562,CTMMA IV 148B,MUH,muh,muh-hi,,b95da59d-2ef2-4e6f-88c7-5858b3b42562.png
13a9fdb9-459e-4dfa-a0b8-09de3fdd953d,CTMMA IV 148B,UN,UN,UN.MEŠ,,13a9fdb9-459e-4dfa-a0b8-09de3fdd953d.png
7b1b9967-4aa1-42ad-823a-a8b227acf5eb,CTMMA IV 148B,IG,GÁL,GÁL-ú,,7b1b9967-4aa1-42ad-823a-a8b227acf5eb.png
2219ed78-fdf4-4053-9668-d6260faa3552,CTMMA IV 148B,TA,TA,TA,,2219ed78-fdf4-4053-9668-d6260faa3552.png
1f58c5e8-9600-453a-9169-7698e831e92a,CTMMA IV 148B,LUGAL,LUGAL,LUGAL,,1f58c5e8-9600-453a-9169-7698e831e92a.png
9f15fa4d-78c5-484b-9591-c2a51fa325c3,CTMMA IV 148B,MEŠ,MEŠ,UN.MEŠ,,9f15fa4d-78c5-484b-9591-c2a51fa325c3.png
bed8e8cf-88e7-497e-a0dc-e5adb5a2d5c3,CTMMA IV 148B,GAL,qal,qal-la,,bed8e8cf-88e7-497e-a0dc-e5adb5a2d5c3.png
93c1a066-89a5-4ef2-961a-55d706b3528c,CTMMA IV 148B,KI,ki,il-ki,,93c1a066-89a5-4ef2-961a-55d706b3528c.png
ec40d6c2-1a4b-436b-a69d-a27bfe7a6f2a,CTMMA IV 148B,UD,BABBAR,KÙ.BABBAR,,ec40d6c2-1a4b-436b-a69d-a27bfe7a6f2a.png
1d817ff8-b43d-4630-a7f7-a5e1c488222d,CTMMA IV 148B,ÁŠ,áš,áš-šú,,1d817ff8-b43d-4630-a7f7-a5e1c488222d.png
694c4d63-ae9d-4b1d-9866-a81f49ac4166,CTMMA IV 148B,IS,iz,iz-ziz-za-an-n[a],,694c4d63-ae9d-4b1d-9866-a81f49ac4166.png
7593608c-a364-48af-9f2a-3dbf272f16df,CTMMA IV 148B,ŠÚ,šú,áš-šú,,7593608c-a364-48af-9f2a-3dbf272f16df.png
67b0b1b3-2218-42e9-8cb6-b2ca15c1e265,CTMMA IV 148B,DA,da,ana da-riš,,67b0b1b3-2218-42e9-8cb6-b2ca15c1e265.png
07ffc5bd-4434-442e-bb99-e5eca4f6a301,CTMMA IV 148B,IS,iz,iz-ziz-za-an-na-šú,,07ffc5bd-4434-442e-bb99-e5eca4f6a301.png
ffb441b1-60f7-4592-87b1-3820df26d2e4,CTMMA IV 148B,ŠE,ŠE,ŠE.NUMUN,,ffb441b1-60f7-4592-87b1-3820df26d2e4.png
d22a0309-dc5a-4d97-a88c-f5678f993270,CTMMA IV 148B,BI,bi,gab-bi,,d22a0309-dc5a-4d97-a88c-f5678f993270.png
049dfc47-b158-48d5-b3b4-f32ef6a9f9e1,CTMMA IV 148B,KUR,KUR,KUR URI.KI,,049dfc47-b158-48d5-b3b4-f32ef6a9f9e1.png
99fc7315-2aa8-45dd-95d6-3cbe0e22213b,CTMMA IV 148B,A',a',šaṭ-ra-a',,99fc7315-2aa8-45dd-95d6-3cbe0e22213b.png
e4f9f929-bb2b-41f3-929b-d52bdfaa3568,CTMMA IV 148B,ŠI,ši,10-ú-ši-na,,e4f9f929-bb2b-41f3-929b-d52bdfaa3568.png
b75d087d-2ab3-4fa4-a32d-bf8c38b4d2d5,CTMMA IV 148B,PA,pa,pa-lu-šú,,b75d087d-2ab3-4fa4-a32d-bf8c38b4d2d5.png
8bdf8008-99d2-422f-8c53-fe5f4901557c,CTMMA IV 148B,BU,bu,lìb-bu-ú,,8bdf8008-99d2-422f-8c53-fe5f4901557c.png
0a7ebae3-1595-49b9-b11c-c3c21ab31b80,CTMMA IV 148B,BAR,bar,bar,,0a7ebae3-1595-49b9-b11c-c3c21ab31b80.png
ad2e831b-f856-4633-a8e2-2fc521802ffd,YOS 19 28,GÍN,GÍN,1/3 GÍN KÙ.BABBAR,,ad2e831b-f856-4633-a8e2-2fc521802ffd.png
e3b2545c-cade-4ef5-82fe-26432a937ab3,YOS 19 28,SAG,SAG,SAG.DU,vertical stroke from preceding BABBAR overlaps,e3b2545c-cade-4ef5-82fe-26432a937ab3.png
1028c025-78d5-4626-a1d5-a674a6c8d72b,YOS 19 28,DU,DU,SAG.DU,,1028c025-78d5-4626-a1d5-a674a6c8d72b.png
c3054a57-19ee-484a-8f98-853ebee083bf,YOS 19 28,ŠEŠ,URÙ,I.d+AG-ŠEŠ-URÙ,oblique stroke of preceding ŠEŠ visible on photo,c3054a57-19ee-484a-8f98-853ebee083bf.png
04c251e2-d656-4fbc-8111-d8d38d7b4f4a,YOS 19 28,MUH,muh,ina muh-hi,,04c251e2-d656-4fbc-8111-d8d38d7b4f4a.png
5e991345-f04a-4b3b-8389-862fe8717950,YOS 19 28,GÍN,GÍN,1 GÍN KÙ.BABBAR,,5e991345-f04a-4b3b-8389-862fe8717950.png
dac146aa-a3ff-4a66-8661-80bc387afc75,YOS 19 28,KÙ,KÙ,KÙ.BABBAR,oblique stroke of following UD visible on photo,dac146aa-a3ff-4a66-8661-80bc387afc75.png
1052e105-74f8-42d7-b254-09c16c23c6fd,YOS 19 28,IB,ib,ib-qí-ir-šú-[ma?],,1052e105-74f8-42d7-b254-09c16c23c6fd.png
dac5f792-4833-47ef-9a1b-eddca56a0b1e,YOS 19 28,KI,qí,ib-qí-ir-šú-[ma?],,dac5f792-4833-47ef-9a1b-eddca56a0b1e.png
72c7bb87-cdfc-489c-8e0f-03df47410664,YOS 19 28,TAR,haš,I.haš-d[a]-a,PN,72c7bb87-cdfc-489c-8e0f-03df47410664.png
2a45b188-8d47-4194-8419-d9de84810aaa,YOS 21 214,RID,rit,É-rit-ti,,2a45b188-8d47-4194-8419-d9de84810aaa.png
fffd20eb-70a8-4d09-9ada-7c4281f7a5b4,YOS 21 214,TI,ti,É-rit-ti,,fffd20eb-70a8-4d09-9ada-7c4281f7a5b4.png
b1b6d05b-7e0e-4fbc-bf37-1f4a65f14cef,YOS 21 214,KUN,kun,I.ŠEŠ-la-kun-nu,PN,b1b6d05b-7e0e-4fbc-bf37-1f4a65f14cef.png
7baf13f2-3d3b-43bd-a4e0-7538de5dbaf7,YOS 21 214,KID,kit,ši-kit-ti,,7baf13f2-3d3b-43bd-a4e0-7538de5dbaf7.png
379bcc59-1d29-462f-b8e2-433829f1b4f1,YOS 21 214,SAG,šak,i-šak-ka[n-m]a,,379bcc59-1d29-462f-b8e2-433829f1b4f1.png
0062220e-81fe-4e5b-a53a-edf1c7c1aa89,YOS 21 214,RU,ru,he-ru-ú-[t]u,,0062220e-81fe-4e5b-a53a-edf1c7c1aa89.png
3e1d8229-b41a-4118-a17e-6378af56c209,YOS 21 214,BAL,bal,na-bal-kát-ta-nu,,3e1d8229-b41a-4118-a17e-6378af56c209.png
24a21d3f-f0b7-428a-ac03-2d4db47d199c,YOS 21 214,KÁD,kát,na-bal-kát-ta-nu,,24a21d3f-f0b7-428a-ac03-2d4db47d199c.png
f53ccd64-a1bc-4fd6-9d56-571abedf67e2,BM 94556,BAPPIR,LUNGÀ,LÚ.LUNGÀ-ú-tu,,f53ccd64-a1bc-4fd6-9d56-571abedf67e2.png
a06728a6-63b5-4b37-9a70-17a45fb35dfc,BM 94556,Ú,ú,LÚ.LUNGÀ-ú-tu,,a06728a6-63b5-4b37-9a70-17a45fb35dfc.png
062cd1be-aa63-4d35-9ca4-0c44e3fc5f7b,BM 94556,ITU,ITI,ITI.DU6,,062cd1be-aa63-4d35-9ca4-0c44e3fc5f7b.png
95bb5ec1-49c2-457e-96c3-c831ecca0265,BM 94556,MU,mu,3 1/2 u4-mu,,95bb5ec1-49c2-457e-96c3-c831ecca0265.png
0c9d6364-bc30-4b40-a756-57b719b488b8,BM 94556,KA,GIR17,É.MAH.GIR17.ZAL,,0c9d6364-bc30-4b40-a756-57b719b488b8.png
3ef1c915-7772-447e-b5ca-035add5482ce,BM 94556,NUN,ṣil,I.ṣil-l[a]-a,PN,3ef1c915-7772-447e-b5ca-035add5482ce.png
29528516-b4f0-47e7-9f93-7ff2aafd91ad,BM 94556,TAR,tar,tar-din-nu maš-ti-ti,,29528516-b4f0-47e7-9f93-7ff2aafd91ad.png
82219e54-d105-4107-b837-8dc50cb01850,BM 94556,GA,ga,IGI I.d.AG-ga-mil,PN,82219e54-d105-4107-b837-8dc50cb01850.png
a7c6a6ad-103d-484d-a43f-4cce51939f6e,BM 94556,BE,mil,IGI I.d.AG-ga-mil,PN,a7c6a6ad-103d-484d-a43f-4cce51939f6e.png
5a126828-4e08-418c-97aa-46d4a2689e9f,BM 94556,ARAD,ÌR,I.ÌR-ú-tu,PN,5a126828-4e08-418c-97aa-46d4a2689e9f.png
657439e9-97b3-41d6-bdcb-e41b178ec9be,BM 94556,AG,AG,I.d+AG-Da,PN; ligature of An and AG,657439e9-97b3-41d6-bdcb-e41b178ec9be.png
eb28e8cd-6ba8-49e8-b206-198476e32888,BM 42369,TU,tu,[I.na-nu]-ú-tu,PN,eb28e8cd-6ba8-49e8-b206-198476e32888.png
3115e94a-1cf0-4213-8605-46383a084b00,BM 42369,UD,par,sip-par.KI,GN,3115e94a-1cf0-4213-8605-46383a084b00.png
61f98948-a2ac-430c-861d-1be888501e12,BM 42369,KI,KI,sip-par.KI,GN,61f98948-a2ac-430c-861d-1be888501e12.png
569e971d-1997-46f9-aa31-e3f6aab1359e,BM 42369,DA,da,a-da-nu,,569e971d-1997-46f9-aa31-e3f6aab1359e.png
61652253-d204-4cc6-bcae-b16d1a13e89f,BM 42369,E,e,e-te-tíq,,61652253-d204-4cc6-bcae-b16d1a13e89f.png
6f38652f-9a50-4d07-8ced-ea71ea86cf65,BM 42369,TE,te,e-te-tíq,,6f38652f-9a50-4d07-8ced-ea71ea86cf65.png
52f14dc2-29bc-468f-a28f-9b2122ed23cb,BM 42369,NI,tíq,e-te-tíq,,52f14dc2-29bc-468f-a28f-9b2122ed23cb.png
07d542e7-d24e-49e2-bf6a-d7a525bbfb50,BM 42369,ŠI,ši,na-ši,,07d542e7-d24e-49e2-bf6a-d7a525bbfb50.png
b01a8045-4c3c-472f-90ab-890aab0a3407,BM 42369,DU,kin7,LÚ.mu-kin7,,b01a8045-4c3c-472f-90ab-890aab0a3407.png
8b295ebd-7e0f-4d5e-8b48-8b4a91429152,YOS 19 23,KÙ,KÙ,KÙ.BABBAR,,8b295ebd-7e0f-4d5e-8b48-8b4a91429152.png
e9c88e02-5150-4070-add7-0f45c8d46d1b,YOS 19 23,QA,qa,bit-qa,,e9c88e02-5150-4070-add7-0f45c8d46d1b.png
09193d37-b996-48b8-8bd8-6f4347098904,YOS 19 23,LA,la,I.Ba-la-ṭu,PN,09193d37-b996-48b8-8bd8-6f4347098904.png
24d9ffaa-ab34-4dbc-97ec-f68d92aa7d1c,YOS 19 23,ṬU,ṭu,I.Ba-la-ṭu,PN,24d9ffaa-ab34-4dbc-97ec-f68d92aa7d1c.png
083b1a33-79db-43c6-98ea-e77206c2a83f,YOS 19 23,HE,hi,ina muh-hi,,083b1a33-79db-43c6-98ea-e77206c2a83f.png
b2d5012d-98d0-46cd-85e0-7e9c90ff1596,YOS 19 23,BAR,maš,maš-ka-nu,,b2d5012d-98d0-46cd-85e0-7e9c90ff1596.png
